Location,ULCS No.,ID,Date Report Issued,Location (Room/Area),,Recommended Corrective Action,Category,Respon-sibility*,Notes,Status,"Date of
Update",Location Closed,Start Date,End Date
Kenderton ES,4310,1,10/8/2010,Basement Stairway #1,,Clean the cinderblock walls and metal doors exhibiting mold growth.,Mold/Moisture,F,Cleaned and painted with moisture resistant paint per the BE.,closed,3/15/2011,YES,,
Kenderton ES,4310,2,10/8/2010,Basement Stairway #1,,Apply rust inhibiting paint to the metal doors and associated metal door frame at the base of the stairway.,Mold/Moisture,F,Completed per BE.,closed,3/15/2011,YES,,
Kenderton ES,4310,3,10/8/2010,Basement Stairway #1,,Apply caulking along the base of the cinderblock walls in the basement vestibule area.,Mold/Moisture,F,Completed per Maintenance on 4/7/2011.,closed,4/14/11,YES,,
Kenderton ES,4310,4,10/8/2010,Basement Stairway #1,,Apply caulking along the bottom of the exterior brick wall where it meets the asphalt in the vicinity of stairway #1.,Mold/Moisture,F,Completed per Maintenance on 4/7/2011.,closed,4/14/11,YES,,
Kenderton ES,4310,5,10/8/2010,Basement Stairway #1,,Replace 3 linear feet of FGPI exhibiting water staining on the ceiling mounted sump pump drain line.,Mold/Moisture,F,Completed per Mr. Speights,closed,8/31/11,YES,,
Kenderton ES,4310,6,10/8/2010,Basement Stairway #1,,Apply a waterproofing sealant on the inside of the exterior wall and concrete floor of the vestibule area.,Mold/Moisture,M,Completed per Maintenance,closed,11/10/11,YES,,
Kensington Culinary,5550,1,5/16/12,Bathroom Exhaust Fan,,"Evaluate the bathroom exhaust fan system on the first floor and restore operation.  The B.E. indicated the bathroom exhaust fans on the second floor were repaired and bathroom exhaust fans located on the first floor are still not operating properly. He reported the exhaust fans on the first floor are running, however the air is not being drawn out.  He suspects a damper located inside the duct work is closed preventing the air from exhausting.",Ventilation,F,,open,5/16/12,NO,,
Kensington Culinary,5550,2,5/16/12,Building HVAC System,,"Evaluate the reported crash of the HVAC computer control and restore operation. The B.E. indicated the computer control for the HVAC crashed five years ago and not been restored. He explained that the unit ventilators and rooftop units are controlled manually. On 5/14, Maintenance reported they are working with the contractor to reinstall the original software for the system.",Ventilation,M,,open,5/16/12,NO,,
Kensington Culinary,5550,3,5/16/12,Room 106,,"Conduct a mass trapping for ants and mice of the course of a weekend. A pest infestation was reported in this room. During the evaluation, ants and mouse droppings were observed behind the unit ventilator cover. The B.E. indicated the pest control issue is building wide. ",IPM,M,Closed 5550-3.,closed,6/4/14,NO,,
"King, M.L. HS",6060,1,9/17/2010,Science Room T342,,Replace the missing ceiling tiles and remove the buckets of collected water.,Mold/Moisture,F,Completed per KEM,closed,1/20/2011,NO,,
"King, M.L. HS",6060,2,9/17/2010,Science Room T342,,Clean the water staining from the wall and vinyl floor tile.,Mold/Moisture,F,Completed per KEM.,closed,1/20/2011,NO,,
"King, M.L. HS",6060,3,4/5/11,Hallway,,"Wet wipe and clean interior of metal lockers B-263, B-264, B-265, and B-266.",Point Source,F,Completed per KEM.,closed,4/4/11,NO,,
"King, M.L. HS",6060,4,4/5/11,"Hallway and adjacent rooms  229, 230, 231, 232, 233, and 235",,"Ventilate the hallway and classrooms in the vicinity of the affected lockers with the use of fans and by opening nearby exterior doors and windows. During the site evaluation, no smoke was observed, however, a distinct burnt odor was detected in the affected hallway and to a lesser extent in adjacent rooms 229, 230, 231, 232, 233, and 235.  It is recommended that the affected areas continue to be ventilated.  ",Point Source,F,"During site follow-up visit faint burnt odor was detected. According to the BE, there had been no complaints from students or staff regarding the faint burnt odor. Continue to ventilate until odor ",closed,4/4/11,NO,,
"King, M.L. HS",6060,5,4/5/11,Hallway Lockers,,Remove and discard all fire or water damaged books and other personal materials from lockers.,Point Source,F,Completed per KEM.,closed,3/30/11,NO,,
"King, M.L. HS",6060,6,4/5/11,Unit Ventilator,,Change the air filters in the unit ventilators in AHU 1-A.,Point Source,F,Filters replaced per the BE.,closed,4/4/11,NO,,
"King, M.L. HS",6060,7,6/7/11,Bathroom 314D,,Wet wipe all surfaces in the bathroom with a detergent solution. The School's cleaning contractor (GCA) began cleaning this bathroom on 5/25/2011.,Point Source,F,,closed,6/7/11,NO,,
"King, M.L. HS",6060,8,6/7/11,Bathroom 314D,,Repair hole in sheetrock ceiling.,Point Source,M,,closed,6/7/11,NO,,
"King, M.L. HS",6060,9,6/7/11,Bathroom 314D and Hallway,,Continue to ventilate the areas until the odors associated with the fire have dissipated.,Ventilation,M,,closed,6/7/11,NO,,
"King, M.L. HS",6060,10,2/7/13,Room 121,,Replace the water stained and missing suspended ceiling tiles.,Mold/Moisture,F,Water stained and missing suspended ceiling tiles were observed. Facilities reported closed.,closed,7/2/13,NO,,
"King, M.L. HS",6060,11,2/7/13,Room 122,,Remove and dispose of the classroom bulletin boards.,Mold/Moisture,F,The classroom bulletin boards were wet during the evaluation.,closed,2/7/13,NO,,
"King, M.L. HS",6060,12,2/7/13,Room 122,,Discard the educational material that were impacted by the water intrusion.,Mold/Moisture,F,"24 copy books, 24 instructional CD's and 8 history text books were wet from the water intrusion.",closed,2/7/13,NO,,
"King, M.L. HS",6060,13,2/7/13,Room 122,,Replace the suspended ceiling tiles and remove water from the light lenses.,Mold/Moisture,F,Wet ceiling tiles were observed and water was observed in the light lenses.,closed,7/2/13,NO,,
"King, M.L. HS",6060,14,2/7/13,Room 122,,A dehumidifier was set up on 1/28/13 to extract the moisture from the fire proofing.,Mold/Moisture,M,Wet fire proofing was observed above the suspended ceiling tiles.  The AHERA Management Plan indicated the fire proofing in this section (B) was sampled and found NOT to contain asbestos.,closed,2/7/13,NO,,
"King, M.L. HS",6060,15,2/7/13,Room 122,,No further action.  The dehumidifier set up on 1/28/13 thoroughly dried the cabinet.,Mold/Moisture,M,The built in cabinet located at the back of the classroom was wet.,closed,2/7/13,NO,,
"King, M.L. HS",6060,16,2/7/13,Room 123,,Replace the wet and missing suspended ceiling tiles.,Mold/Moisture,F,Wet and missing ceiling tiles were observed.,closed,7/2/13,NO,,
"King, M.L. HS",6060,17,2/7/13,Room 123,,A dehumidifier was set up on 1/28/13 to extract the moisture from the fire proofing.,Mold/Moisture,M,Wet fire proofing was observed above the suspended ceiling tiles.  The AHERA Management Plan indicated the fire proofing in this section (B) was sampled and found NOT to contain asbestos.,closed,2/7/13,NO,,
"King, M.L. HS",6060,18,2/7/13,Room 124,,Extract the standing water and dry floor.,Mold/Moisture,F,"Standing water was observed in this room.  Water seeped in from the hallway,",closed,2/7/13,NO,,
"King, M.L. HS",6060,19,2/7/13,Room 125,,Replace the water stained ceiling tiles.,Mold/Moisture,F,Water stained ceiling tiles were observed.  The staining appeared to be dry and  from an old leak.,closed,7/3/13,NO,,
"King, M.L. HS",6060,20,2/7/13,Room 222,,Replace the suspended ceiling tiles and remove water from the light lenses.,Mold/Moisture,F,Wet ceiling tiles were observed and water was observed in the light lenses.,closed,7/3/13,NO,,
"King, M.L. HS",6060,21,2/7/13,Room 222,,Repair leak on unit ventilator coil in Room 222.,Mold/Moisture,M,"A leak on the unit ventilator coil was found on 1/28/13.  The leak was isolated and a work order was issued for repair.  Water impacted rooms 222, 121, 122, 123, hallways and stairwells.",closed,7/2/13,NO,,
"King, M.L. HS",6060,22,2/7/13,Room 222,,"Replace the water damaged 12""x12"" floor tile in Room 222.",Point Source,M,"Damage 12""x12"" floor tile was observed around the unit ventilator from the water intrusion.  A review of the AHERA management plan indicated the floor tile and mastic were sampled and found NOT to contain asbestos.",closed,7/2/13,NO,,
"King, M.L. HS",6060,23,8/6/13,Auditorium     Section K,,This material was sampled and the results indicated the plaster ceiling in Section K of the Auditorium were none detected for the presence of asbestos.,Point Source,OEMS,Moisture damaged plaster ceiling was observed in Section K adjacent to the access panel.  The Building Engineer indicated that a pipe leak was repaired.  The AHERA Management Plan indicated the plaster ceilings in the Auditorium is an ASSUMED material. ,closed,8/6/13,NO,,
"King, M.L. HS",6060,24,8/6/13,Hallway outside Room 110 Section A,,Insulate the un-insulated section of piping and replace the water stained section of fiberglass pipe insulation.,Mold/Moisture,F,Condensation was dripping from an un-insulated section of piping above the suspended ceiling. Less than one linear foot of mold growth was observed on the adjacent section of fiberglass pipe insulation. Facilities reported closed.,closed,4/30/14,NO,,
"King, M.L. HS",6060,25,8/6/13,Hallway outside Room 110 Section A,,Replace the water stained ceiling tile once the line is insulated.,Mold/Moisture,F,A water stained ceiling tile was observed under the un-insulated section of pipe. Facilities reported closed.,closed,4/30/14,NO,,
"King, M.L. HS",6060,26,8/6/13,Hallway outside Room 214       Section B,,Discard the water stained ceiling tiles. Evaluate the piping/ductwork located above the suspended ceiling for the source of moisture.  Repair or issue work orders as needed and replace the ceiling tiles following repairs. ,Mold/Moisture,F,Water stained ceiling tiles were observed in this hallway. Facilities reported closed.,closed,4/30/14,NO,,
"King, M.L. HS",6060,27,8/6/13,Hallway outside Room 216       Section B,,Discard the water stained ceiling tiles. Evaluate the piping/ductwork located above the suspended ceiling for the source of moisture.  Repair or issue work orders as needed and replace the ceiling tiles following repairs. ,Mold/Moisture,F,Water stained ceiling tiles were observed in this hallway. Facilities reported closed.,closed,4/30/14,NO,,
"King, M.L. HS",6060,28,8/6/13,Hallway outside Room 221       Section B,,Discard the water stained ceiling tiles. Evaluate the piping/ductwork located above the suspended ceiling for the source of moisture. Repair or issue work orders as needed and replace the ceiling tiles following repairs. ,Mold/Moisture,F,Water stained ceiling tiles were observed in this hallway. Facilities reported closed.,closed,4/30/14,NO,,
"King, M.L. HS",6060,29,8/6/13,Hallway outside Room 228C      Section B,,Discard the water stained ceiling tile. Evaluate the piping/ductwork located above the suspended ceiling for the source of moisture.  Repair or issue work orders as needed and replace the ceiling tile following repairs. ,Mold/Moisture,F,A water stained ceiling tile was observed in this hallway. Facilities reported closed.,closed,4/30/14,NO,,
